	Restaurant Name	Rating	Number of Reviews	Price Range	Food Type	Number of Photos	Mon Hours	Tue Hours	Wed Hours	Thu Hours	Fri Hours	Sat Hours	Sun Hours
223	The Kati Roll Company	3.5	317	1.0	Indian, Halal	190	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 9:00 pm
224	Bo Ky Restaurant	3.5	713	1.0	Chinese, Vietnamese	987	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm
225	Mike's Delicatessen	4	28	1.0	Delis	14	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 8:30 pm	7:00 am - 8:30 pm
226	Ray's Pizza	3	309	1.0	Pizza	239							
227	McDonald's	1.5	31	1.0	Fast Food, Burgers, Coffee & Tea	55	5:00 am - 4:00 am	5:00 am - 4:00 am	5:00 am - 4:00 am	5:00 am - 4:00 am	5:00 am - 4:00 am	5:00 am - 4:00 am	5:00 am - 4:00 am
228	Chick-fil-A	4	573	1.0	Fast Food	659	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	Closed
229	Colombia BBQ Restaurant	3.5	26	1.0	Barbeque	24							
230	Bakhter Halal Kababs	3.5	250	1.0	Afghan, Halal, Sandwiches	240	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm
231	China Gourmet	2.5	211	1.0	Chinese	56	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	12:00 pm - 11:00 pm
232	Taqueria Y Fonda	3.5	489	1.0	Mexican	139	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am
233	Oasis Pizza & Gyro	2.5	69	1.0	Pizza, Breakfast & Brunch, Burgers	56	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am
234	Pita Press	3.5	178	1.0	Greek, Mediterranean	120	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm
235	2 Bros Pizza	4	373	1.0	Pizza	200	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am
236	John & Tony's	3.5	92	1.0	Pizza	30	10:00 am - 3:45 am	10:00 am - 3:45 am	10:00 am - 3:45 am	10:00 am - 3:45 am	10:00 am - 4:45 am	11:00 am - 4:45 am	11:00 am - 1:45 am
237	Punjabi Grocery & Deli	4.5	382	1.0	Indian, Grocery, Delis	217	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours
238	Lower East Side Coffee Shop	3	113	1.0	Diners, Coffee & Tea	34	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours
239	Johny's Luncheonette	4.5	915	1.0	Diners, Breakfast & Brunch, Burgers	603	7:30 am - 3:30 pm	7:30 am - 3:30 pm	7:30 am - 3:30 pm	7:30 am - 3:30 pm	7:30 am - 3:30 pm	8:30 am - 3:45 pm	8:30 am - 3:45 pm
240	Farm Stand	4	36	1.0	Farmers Market, American (Traditional)	34	Closed	Closed	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm
241	My Favorite Bagel	4.5	15	1.0	Bagels, Coffee & Tea, Pizza	5	7:00 am - 5:30 pm	7:00 am - 5:30 pm	7:00 am - 5:30 pm	7:00 am - 6:30 pm	7:00 am - 2:00 pm	Closed	7:00 am - 5:30 pm
242	Moe's Southwest Grill	3.5	100	1.0	Mexican, Tex-Mex	59	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm
243	Vinnie's Pizzeria	4	642	1.0	Pizza, Vegan, Italian	428	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 12:00 am
244	Perista Restaurant	2.5	34	1.0	Cafes, American (Traditional), Coffee & Tea	50	5:00 am - 8:00 pm	5:00 am - 8:00 pm	5:00 am - 8:00 pm	5:00 am - 8:00 pm	5:00 am - 8:00 pm	5:00 am - 8:00 pm	5:00 am - 8:00 pm
245	Tandoor Palace	3.5	161	1.0	Indian	63	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm
246	Desi Deli Indian Restaurant	3.5	110	1.0	Indian, Bubble Tea, Breakfast & Brunch	25	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours
247	Dil-e Punjab Deli	4.5	185	1.0	Indian, Vegetarian	39	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm
248	Burrito House	2	38	1.0	Mexican	4							
249	Brisas Del Caribe	3.5	165	1.0	Dominican	115	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours
250	Chelsea Golden Wok	3	50	1.0	Chinese	5							
251	Great Burrito	4	239	1.0	Pizza, Mexican	112	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours
252	Uncle Gussy's	4.5	445	1.0	Food Trucks, Greek	216	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	Closed	Closed
253	Sal, Kris, & Charlie's Deli	4.5	1009	1.0	Delis, Sandwiches	527	5:30 am - 8:00 pm	5:30 am - 8:00 pm	5:30 am - 8:00 pm	5:30 am - 8:00 pm	5:30 am - 8:00 pm	5:30 am - 8:00 pm	5:30 am - 3:00 pm
254	Rosario's Pizza	3.5	275	1.0	Pizza	95	12:00 pm - 3:00 am	12:00 pm - 3:00 am	12:00 pm - 3:00 am	12:00 pm - 4:00 am	12:00 pm - 5:00 am	12:00 pm - 5:00 am	Closed
255	Greek Town Gyros	4.5	191	1.0	Greek, Mediterranean	69	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	12:00 pm - 8:30 pm	Closed
256	The China Star	3	61	1.0	Chinese	16							
257	Chipotle Mexican Grill	3.5	126	1.0	Mexican, Fast Food	52	10:45 am - 10:00 pm	10:45 am - 10:00 pm	10:45 am - 10:00 pm	10:45 am - 10:00 pm	10:45 am - 10:00 pm	10:45 am - 10:00 pm	10:45 am - 10:00 pm
258	Bagel Pub	3.5	279	1.0	Breakfast & Brunch, Bagels, Coffee & Tea	179	6:00 am - 6:00 pm	6:00 am - 6:00 pm	6:00 am - 6:00 pm	6:00 am - 6:00 pm	6:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm
259	Cafe Exchange	2.5	80	1.0	Sandwiches, Sushi Bars, Mexican	18	6:00 am - 5:00 pm	6:00 am - 5:00 pm	6:00 am - 5:00 pm	6:00 am - 5:00 pm	6:00 am - 5:00 pm	7:00 am - 3:00 pm	Closed
260													
261	Artichoke Basille's Pizza	3.5	861	1.0	Pizza	584	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am
262	Barosa Restaurant - Mineola	4	50	1.0	Pizza, Italian	53	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Closed
263	Primavera's Cafe-Ristorante-Pizzeria	3.5	45	1.0	Italian, Pizza	18	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	12:00 pm - 9:00 pm
264	Babo Teahouse	3	252	1.0	Coffee & Tea, Bubble Tea, Asian Fusion	172	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 9:00 pm
265	Mamoun's Falafel	4	1149	1.0	Middle Eastern, Falafel	450	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 5:00 am	11:00 am - 12:00 am
266	Thanh Huong Restaurant	4	124	1.0	Vietnamese	124	10:00 am - 9:00 pm	10:00 am - 9:00 pm	Closed	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm
267	McDonald's	2.5	50	1.0	Fast Food, Burgers, Coffee & Tea	89							
268	Monty Q's	3	222	1.0	Pizza, Salad	87	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm
269	La Rosetta Cafe	4.5	27	1.0	Pizza, Cafes	40	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
270	KFC	1.5	20	1.0	Fast Food, Chicken Wings, Chicken Shop	44							
